Entity,Code,Date,Daily confirmed cases,Total confirmed cases (cases)
Afghanistan,AFG,"Dec 31, 2019",,0
Afghanistan,AFG,"Jan 1, 2020",,0
Afghanistan,AFG,"Jan 2, 2020",0,0
Afghanistan,AFG,"Jan 3, 2020",0,0
Afghanistan,AFG,"Jan 4, 2020",0,0
Afghanistan,AFG,"Jan 5, 2020",0,0
Afghanistan,AFG,"Jan 6, 2020",0,0
Afghanistan,AFG,"Jan 7, 2020",0,0
Afghanistan,AFG,"Jan 8, 2020",0,0
Afghanistan,AFG,"Jan 9, 2020",0,0
Afghanistan,AFG,"Jan 10, 2020",0,0
Afghanistan,AFG,"Jan 11, 2020",0,0
Afghanistan,AFG,"Jan 12, 2020",0,0
Afghanistan,AFG,"Jan 13, 2020",0,0
Afghanistan,AFG,"Jan 14, 2020",0,0
Afghanistan,AFG,"Jan 15, 2020",0,0
Afghanistan,AFG,"Jan 16, 2020",0,0
Afghanistan,AFG,"Jan 17, 2020",0,0
Afghanistan,AFG,"Jan 18, 2020",0,0
Afghanistan,AFG,"Jan 19, 2020",0,0
Afghanistan,AFG,"Jan 20, 2020",0,0
Afghanistan,AFG,"Jan 21, 2020",0,0
Afghanistan,AFG,"Jan 22, 2020",0,0
Afghanistan,AFG,"Jan 23, 2020",0,0
Afghanistan,AFG,"Jan 24, 2020",0,0
Afghanistan,AFG,"Jan 25, 2020",0,0
Afghanistan,AFG,"Jan 26, 2020",0,0
Afghanistan,AFG,"Jan 27, 2020",0,0
Afghanistan,AFG,"Jan 28, 2020",0,0
Afghanistan,AFG,"Jan 29, 2020",0,0
Afghanistan,AFG,"Jan 30, 2020",0,0
Afghanistan,AFG,"Jan 31, 2020",0,0
Afghanistan,AFG,"Feb 1, 2020",0,0
Afghanistan,AFG,"Feb 2, 2020",0,0
Afghanistan,AFG,"Feb 3, 2020",0,0
Afghanistan,AFG,"Feb 4, 2020",0,0
Afghanistan,AFG,"Feb 5, 2020",0,0
Afghanistan,AFG,"Feb 6, 2020",0,0
Afghanistan,AFG,"Feb 7, 2020",0,0
Afghanistan,AFG,"Feb 8, 2020",0,0
Afghanistan,AFG,"Feb 9, 2020",0,0
Afghanistan,AFG,"Feb 10, 2020",0,0
Afghanistan,AFG,"Feb 11, 2020",0,0
Afghanistan,AFG,"Feb 12, 2020",0,0
Afghanistan,AFG,"Feb 13, 2020",0,0
Afghanistan,AFG,"Feb 14, 2020",0,0
Afghanistan,AFG,"Feb 15, 2020",0,0
Afghanistan,AFG,"Feb 16, 2020",0,0
Afghanistan,AFG,"Feb 17, 2020",0,0
Afghanistan,AFG,"Feb 18, 2020",0,0
Afghanistan,AFG,"Feb 19, 2020",0,0
Afghanistan,AFG,"Feb 20, 2020",0,0
Afghanistan,AFG,"Feb 21, 2020",0,0
Afghanistan,AFG,"Feb 22, 2020",0,0
Afghanistan,AFG,"Feb 23, 2020",0,0
Afghanistan,AFG,"Feb 24, 2020",0,0
Afghanistan,AFG,"Feb 25, 2020",0.14286,1
Afghanistan,AFG,"Feb 26, 2020",0.14286,1
Afghanistan,AFG,"Feb 27, 2020",0.14286,1
Afghanistan,AFG,"Feb 28, 2020",0.14286,1
Afghanistan,AFG,"Feb 29, 2020",0.14286,1
Afghanistan,AFG,"Mar 1, 2020",0.14286,1
Afghanistan,AFG,"Mar 2, 2020",0.14286,1
Afghanistan,AFG,"Mar 3, 2020",0,
Afghanistan,AFG,"Mar 4, 2020",0,
Afghanistan,AFG,"Mar 5, 2020",0,
Afghanistan,AFG,"Mar 6, 2020",0,
Afghanistan,AFG,"Mar 8, 2020",,4
Afghanistan,AFG,"Mar 11, 2020",,7
Afghanistan,AFG,"Mar 15, 2020",,10
Afghanistan,AFG,"Mar 16, 2020",4,16
Afghanistan,AFG,"Mar 17, 2020",4.25,21
Afghanistan,AFG,"Mar 18, 2020",3.75,22
Afghanistan,AFG,"Mar 19, 2020",3,22
Afghanistan,AFG,"Mar 20, 2020",2.5,22
Afghanistan,AFG,"Mar 21, 2020",2.42857,24
Afghanistan,AFG,"Mar 22, 2020",2,24
Afghanistan,AFG,"Mar 23, 2020",2.57143,34
Afghanistan,AFG,"Mar 24, 2020",2.71429,40
Afghanistan,AFG,"Mar 25, 2020",2.85714,42
Afghanistan,AFG,"Mar 26, 2020",7.57143,75
Afghanistan,AFG,"Mar 27, 2020",7.57143,75
Afghanistan,AFG,"Mar 28, 2020",9.57143,91
Afghanistan,AFG,"Mar 29, 2020",11.71429,106
Afghanistan,AFG,"Mar 30, 2020",11.42857,114
Afghanistan,AFG,"Mar 31, 2020",14.42857,141
Afghanistan,AFG,"Apr 1, 2020",17.71429,166
Afghanistan,AFG,"Apr 2, 2020",16.71429,192
Afghanistan,AFG,"Apr 3, 2020",22.85714,235
Afghanistan,AFG,"Apr 4, 2020",20.57143,235
Afghanistan,AFG,"Apr 5, 2020",23.42857,270
Afghanistan,AFG,"Apr 6, 2020",26.42857,299
Afghanistan,AFG,"Apr 7, 2020",28,337
Afghanistan,AFG,"Apr 8, 2020",28.71429,367
Afghanistan,AFG,"Apr 9, 2020",33,423
Afghanistan,AFG,"Apr 10, 2020",35.57143,484
Afghanistan,AFG,"Apr 11, 2020",40.85714,521
Afghanistan,AFG,"Apr 12, 2020",40.71429,555
Afghanistan,AFG,"Apr 13, 2020",44,607
Afghanistan,AFG,"Apr 14, 2020",46.85714,665
Afghanistan,AFG,"Apr 15, 2020",49.57143,714
Afghanistan,AFG,"Apr 16, 2020",51.57143,784
Afghanistan,AFG,"Apr 17, 2020",44.28571,794
Afghanistan,AFG,"Apr 18, 2020",46.28571,845
Afghanistan,AFG,"Apr 19, 2020",50.42857,908
Afghanistan,AFG,"Apr 20, 2020",55.57143,996
Afghanistan,AFG,"Apr 21, 2020",52.28571,1031
Afghanistan,AFG,"Apr 22, 2020",54,1092
Afghanistan,AFG,"Apr 23, 2020",56,1176
Afghanistan,AFG,"Apr 24, 2020",69.57143,1281
Afghanistan,AFG,"Apr 25, 2020",72.28571,1351
Afghanistan,AFG,"Apr 26, 2020",79.28571,1463
Afghanistan,AFG,"Apr 27, 2020",76.42857,1531
Afghanistan,AFG,"Apr 28, 2020",96,1703
Afghanistan,AFG,"Apr 29, 2020",105,1827
Afghanistan,AFG,"Apr 30, 2020",110.42857,1949
Afghanistan,AFG,"May 1, 2020",127.14286,2171
Afghanistan,AFG,"May 2, 2020",140.57143,2335
Afghanistan,AFG,"May 3, 2020",143.71429,2469
Afghanistan,AFG,"May 4, 2020",167.57143,2704
Afghanistan,AFG,"May 5, 2020",170.14286,2894
Afghanistan,AFG,"May 6, 2020",199.57143,3224
Afghanistan,AFG,"May 7, 2020",206.14286,3392
Afghanistan,AFG,"May 8, 2020",198.85714,3563
Afghanistan,AFG,"May 9, 2020",206.14286,3778
Afghanistan,AFG,"May 10, 2020",223.42857,4033
Afghanistan,AFG,"May 11, 2020",242.57143,4402
Afghanistan,AFG,"May 12, 2020",256.14286,4687
Afghanistan,AFG,"May 13, 2020",249,4967
Afghanistan,AFG,"May 14, 2020",262,5226
Afghanistan,AFG,"May 15, 2020",253.71429,5339
Afghanistan,AFG,"May 16, 2020",374.85714,6402
Afghanistan,AFG,"May 17, 2020",338.42857,6402
Afghanistan,AFG,"May 18, 2020",323.14286,6664
Afghanistan,AFG,"May 19, 2020",340.71429,7072
Afghanistan,AFG,"May 20, 2020",383.71429,7653
Afghanistan,AFG,"May 21, 2020",417,8145
Afghanistan,AFG,"May 22, 2020",476.71429,8676
Afghanistan,AFG,"May 23, 2020",402,9216
Afghanistan,AFG,"May 24, 2020",513.71429,9998
Afghanistan,AFG,"May 25, 2020",559.71429,10582
Afghanistan,AFG,"May 26, 2020",585.85714,11173
Afghanistan,AFG,"May 27, 2020",596.85714,11831
Afghanistan,AFG,"May 28, 2020",615.85714,12456
Afghanistan,AFG,"May 29, 2020",622.85714,13036
Afghanistan,AFG,"May 30, 2020",634.71429,13659
Afghanistan,AFG,"May 31, 2020",646.71429,14525
Afghanistan,AFG,"Jun 1, 2020",660.42857,15205
Afghanistan,AFG,"Jun 2, 2020",653.85714,15750
Afghanistan,AFG,"Jun 3, 2020",668.28571,16509
Afghanistan,AFG,"Jun 4, 2020",687.28571,17267
Afghanistan,AFG,"Jun 5, 2020",716.85714,18054
Afghanistan,AFG,"Jun 6, 2020",758.57143,18969
Afghanistan,AFG,"Jun 7, 2020",718,19551
Afghanistan,AFG,"Jun 8, 2020",733.85714,20342
Afghanistan,AFG,"Jun 9, 2020",738.14286,20917
Afghanistan,AFG,"Jun 10, 2020",707.14286,21459
Afghanistan,AFG,"Jun 11, 2020",696.57143,22143
Afghanistan,AFG,"Jun 12, 2020",690.85714,22890
Afghanistan,AFG,"Jun 13, 2020",653.85714,23546
Afghanistan,AFG,"Jun 14, 2020",650.14286,24102
Afghanistan,AFG,"Jun 15, 2020",632,24766
Afghanistan,AFG,"Jun 16, 2020",658.57143,25527
Afghanistan,AFG,"Jun 17, 2020",693,26310
Afghanistan,AFG,"Jun 18, 2020",675.85714,26874
Afghanistan,AFG,"Jun 19, 2020",663.14286,27532
Afghanistan,AFG,"Jun 20, 2020",618.85714,27878
Afghanistan,AFG,"Jun 21, 2020",617.42857,28424
Afghanistan,AFG,"Jun 22, 2020",581,28833
Afghanistan,AFG,"Jun 23, 2020",516.57143,29143
Afghanistan,AFG,"Jun 24, 2020",453,29481
Afghanistan,AFG,"Jun 25, 2020",405.85714,29715
Afghanistan,AFG,"Jun 26, 2020",377.57143,30175
Afghanistan,AFG,"Jun 27, 2020",367.57143,30451
Afghanistan,AFG,"Jun 28, 2020",313.14286,30616
Afghanistan,AFG,"Jun 29, 2020",304.85714,30967
Afghanistan,AFG,"Jun 30, 2020",299.28571,31238
Afghanistan,AFG,"Jul 1, 2020",290.85714,31517
Afghanistan,AFG,"Jul 2, 2020",303,31836
Afghanistan,AFG,"Jul 3, 2020",263.85714,32022
Africa,,"Dec 31, 2019",,0
Africa,,"Jan 1, 2020",,0
Africa,,"Jan 2, 2020",0,0
Africa,,"Jan 3, 2020",0,0
Africa,,"Jan 4, 2020",0,0
Africa,,"Jan 5, 2020",0,0
Africa,,"Jan 6, 2020",0,0
Africa,,"Jan 7, 2020",0,0
Africa,,"Jan 8, 2020",0,0
Africa,,"Jan 9, 2020",0,0
Africa,,"Jan 10, 2020",0,0
Africa,,"Jan 11, 2020",0,0
Africa,,"Jan 12, 2020",0,0
Africa,,"Jan 13, 2020",0,0
Africa,,"Jan 14, 2020",0,0
Africa,,"Jan 15, 2020",0,0
Africa,,"Jan 16, 2020",0,0
Africa,,"Jan 17, 2020",0,0
Africa,,"Jan 18, 2020",0,0
Africa,,"Jan 19, 2020",0,0
Africa,,"Jan 20, 2020",0,0
Africa,,"Jan 21, 2020",0,0
Africa,,"Jan 22, 2020",0,0
Africa,,"Jan 23, 2020",0,0
Africa,,"Jan 24, 2020",0,0
Africa,,"Jan 25, 2020",0,0
Africa,,"Jan 26, 2020",0,0
Africa,,"Jan 27, 2020",0,0
Africa,,"Jan 28, 2020",0,0
Africa,,"Jan 29, 2020",0,0
Africa,,"Jan 30, 2020",0,0
Africa,,"Jan 31, 2020",0,0
Africa,,"Feb 1, 2020",0,0
Africa,,"Feb 2, 2020",0,0
Africa,,"Feb 3, 2020",0,0
Africa,,"Feb 4, 2020",0,0
Africa,,"Feb 5, 2020",0,0
Africa,,"Feb 6, 2020",0,0
Africa,,"Feb 7, 2020",0,0
Africa,,"Feb 8, 2020",0,0
Africa,,"Feb 9, 2020",0,0
Africa,,"Feb 10, 2020",0,0
Africa,,"Feb 11, 2020",0,0
Africa,,"Feb 12, 2020",0,0
Africa,,"Feb 13, 2020",0,0
Africa,,"Feb 14, 2020",0,0
Africa,,"Feb 15, 2020",0.14286,1
Africa,,"Feb 16, 2020",0.14286,1
Africa,,"Feb 17, 2020",0.14286,1
Africa,,"Feb 18, 2020",0.14286,1
Africa,,"Feb 19, 2020",0.14286,1
Africa,,"Feb 20, 2020",0.14286,1
Africa,,"Feb 21, 2020",0.14286,1
Africa,,"Feb 22, 2020",0,1
Africa,,"Feb 23, 2020",0,1
Africa,,"Feb 24, 2020",0,1
Africa,,"Feb 25, 2020",0,1
Africa,,"Feb 26, 2020",0.14286,2
Africa,,"Feb 27, 2020",0.14286,2
Africa,,"Feb 28, 2020",0.28571,3
Africa,,"Feb 29, 2020",0.28571,3
Africa,,"Mar 1, 2020",0.57143,5
Africa,,"Mar 2, 2020",0.71429,6
Africa,,"Mar 3, 2020",1.14286,9
Africa,,"Mar 4, 2020",1.28571,11
Africa,,"Mar 5, 2020",2.57143,20
Africa,,"Mar 6, 2020",3.71429,29
Africa,,"Mar 7, 2020",5.71429,43
Africa,,"Mar 8, 2020",5.57143,44
Africa,,"Mar 9, 2020",11,83
Africa,,"Mar 10, 2020",12.28571,95
Africa,,"Mar 11, 2020",13.42857,105
Africa,,"Mar 12, 2020",14,118
Africa,,"Mar 13, 2020",18.57143,159
Africa,,"Mar 14, 2020",22.71429,202
Africa,,"Mar 15, 2020",27.85714,239
Africa,,"Mar 16, 2020",34.42857,324
Africa,,"Mar 17, 2020",43.85714,402
Africa,,"Mar 18, 2020",55.57143,494
Africa,,"Mar 19, 2020",73.57143,633
Africa,,"Mar 20, 2020",83.57143,744
Africa,,"Mar 21, 2020",110.42857,975
Africa,,"Mar 22, 2020",133.85714,1176
Africa,,"Mar 23, 2020",152.14286,1389
Africa,,"Mar 24, 2020",190.85714,1738
Africa,,"Mar 25, 2020",244.14286,2203
Africa,,"Mar 26, 2020",293.85714,2690
Africa,,"Mar 27, 2020",362,3278
Africa,,"Mar 28, 2020",404.14286,3804
Africa,,"Mar 29, 2020",421.14286,4124
Africa,,"Mar 30, 2020",462.85714,4629
Africa,,"Mar 31, 2020",485.57143,5137
Africa,,"Apr 1, 2020",489,5626
Africa,,"Apr 2, 2020",508.28571,6248
Africa,,"Apr 3, 2020",515,6883
Africa,,"Apr 4, 2020",529.14286,7508
Africa,,"Apr 5, 2020",616.57143,8440
Africa,,"Apr 6, 2020",649.42857,9175
Africa,,"Apr 7, 2020",666.42857,9802
Africa,,"Apr 8, 2020",699.71429,10524
Africa,,"Apr 9, 2020",742.57143,11446
Africa,,"Apr 10, 2020",771,12280
Africa,,"Apr 11, 2020",777.71429,12952
Africa,,"Apr 12, 2020",746.57143,13666
Africa,,"Apr 13, 2020",763.85714,14522
Africa,,"Apr 14, 2020",784.14286,15291
Africa,,"Apr 15, 2020",822.42857,16281
Africa,,"Apr 16, 2020",828.14286,17243
Africa,,"Apr 17, 2020",864.14286,18329
Africa,,"Apr 18, 2020",992.14286,19897
Africa,,"Apr 19, 2020",1055.85714,21057
Africa,,"Apr 20, 2020",1111.57143,22303
Africa,,"Apr 21, 2020",1139.42857,23267
Africa,,"Apr 22, 2020",1190.85714,24617
Africa,,"Apr 23, 2020",1206.14286,25686
Africa,,"Apr 24, 2020",1270.28571,27221
Africa,,"Apr 25, 2020",1311.14286,29075
Africa,,"Apr 26, 2020",1322.71429,30316
Africa,,"Apr 27, 2020",1349.28571,31748
Africa,,"Apr 28, 2020",1413.57143,33162
Africa,,"Apr 29, 2020",1473.57143,34932
Africa,,"Apr 30, 2020",1578.42857,36735
Africa,,"May 1, 2020",1661.28571,38850
Africa,,"May 2, 2020",1668.85714,40757
Africa,,"May 3, 2020",1780,42776
Africa,,"May 4, 2020",1812.42857,44435
Africa,,"May 5, 2020",1994.28571,47122
Africa,,"May 6, 2020",2039.42857,49208
Africa,,"May 7, 2020",2134.57143,51677
Africa,,"May 8, 2020",2179.42857,54106
Africa,,"May 9, 2020",2439.85714,57836
Africa,,"May 10, 2020",2551.57143,60637
Africa,,"May 11, 2020",2708,63391
Africa,,"May 12, 2020",2769.71429,66510
Africa,,"May 13, 2020",2899.42857,69504
Africa,,"May 14, 2020",2979.42857,72533
Africa,,"May 15, 2020",3081.85714,75679
Africa,,"May 16, 2020",2942.28571,78432
Africa,,"May 17, 2020",2971.14286,81435
Africa,,"May 18, 2020",3060.71429,84816
Africa,,"May 19, 2020",3082.14286,88085
Africa,,"May 20, 2020",3123,91365
Africa,,"May 21, 2020",3207.42857,94985
Africa,,"May 22, 2020",3453.71429,99855
Africa,,"May 23, 2020",3611.42857,103712
Africa,,"May 24, 2020",3816.57143,108151
Africa,,"May 25, 2020",3870.42857,111909
Africa,,"May 26, 2020",3954.14286,115764
Africa,,"May 27, 2020",4045.14286,119681
Africa,,"May 28, 2020",4221,124532
Africa,,"May 29, 2020",4203.71429,129281
Africa,,"May 30, 2020",4491,135149
Africa,,"May 31, 2020",4781.57143,141622
Africa,,"Jun 1, 2020",5012.42857,146996
Africa,,"Jun 2, 2020",5245.85714,152485
Africa,,"Jun 3, 2020",5395.57143,157450
Africa,,"Jun 4, 2020",5377.57143,162175
Africa,,"Jun 5, 2020",5791.71429,169823
Africa,,"Jun 6, 2020",6008.57143,177209
Africa,,"Jun 7, 2020",6000.71429,183627
Africa,,"Jun 8, 2020",6086,189598
Africa,,"Jun 9, 2020",6297.85714,196570
Africa,,"Jun 10, 2020",6527.42857,203142
Africa,,"Jun 11, 2020",6778.28571,209623
Africa,,"Jun 12, 2020",6721,216870
Africa,,"Jun 13, 2020",6897.28571,225490
Africa,,"Jun 14, 2020",7170.85714,233823
Africa,,"Jun 15, 2020",7646.71429,243125
Africa,,"Jun 16, 2020",7815.28571,251277
Africa,,"Jun 17, 2020",7942.14286,258737
Africa,,"Jun 18, 2020",8231.28571,267242
Africa,,"Jun 19, 2020",8393,275621
Africa,,"Jun 20, 2020",8594,285648
Africa,,"Jun 21, 2020",8961.42857,296553
Africa,,"Jun 22, 2020",8991.71429,306067
Africa,,"Jun 23, 2020",9140.57143,315261
Africa,,"Jun 24, 2020",9379.28571,324392
Africa,,"Jun 25, 2020",9493.42857,333696
Africa,,"Jun 26, 2020",10308.28571,347779
Africa,,"Jun 27, 2020",10490,359078
Africa,,"Jun 28, 2020",10699.28571,371448
Africa,,"Jun 29, 2020",10951.85714,382730
Africa,,"Jun 30, 2020",11169,393444
Africa,,"Jul 1, 2020",11526.28571,405076
Africa,,"Jul 2, 2020",12088.28571,418314
Africa,,"Jul 3, 2020",12291.42857,433819
Albania,ALB,"Mar 9, 2020",,2
Albania,ALB,"Mar 10, 2020",,6
Albania,ALB,"Mar 11, 2020",3.33333,10
Albania,ALB,"Mar 12, 2020",2.75,11
Albania,ALB,"Mar 13, 2020",4.6,23
Albania,ALB,"Mar 14, 2020",5.5,33
Albania,ALB,"Mar 15, 2020",5.42857,38
Albania,ALB,"Mar 16, 2020",5.71429,42
Albania,ALB,"Mar 17, 2020",6.42857,51
Albania,ALB,"Mar 18, 2020",6.42857,55
Albania,ALB,"Mar 19, 2020",6.85714,59
Albania,ALB,"Mar 20, 2020",6.71429,70
Albania,ALB,"Mar 21, 2020",5.28571,70
Albania,ALB,"Mar 22, 2020",5.42857,76
Albania,ALB,"Mar 23, 2020",6.71429,89
Albania,ALB,"Mar 24, 2020",7,100
Albania,ALB,"Mar 25, 2020",9.71429,123
Albania,ALB,"Mar 26, 2020",12.42857,146
Albania,ALB,"Mar 27, 2020",14.85714,174
Albania,ALB,"Mar 28, 2020",16.57143,186
Albania,ALB,"Mar 29, 2020",17.28571,197
Albania,ALB,"Mar 30, 2020",17.57143,212
Albania,ALB,"Mar 31, 2020",17.57143,223
Albania,ALB,"Apr 1, 2020",17.14286,243
Albania,ALB,"Apr 2, 2020",16.14286,259
Albania,ALB,"Apr 3, 2020",14.71429,277
Albania,ALB,"Apr 4, 2020",16.85714,304
Albania,ALB,"Apr 5, 2020",19.42857,333
Albania,ALB,"Apr 6, 2020",21.28571,361
Albania,ALB,"Apr 7, 2020",22,377
Albania,ALB,"Apr 8, 2020",20,383
Albania,ALB,"Apr 9, 2020",20.14286,400
Albania,ALB,"Apr 10, 2020",18.85714,409
Albania,ALB,"Apr 11, 2020",16,416
Albania,ALB,"Apr 12, 2020",14.28571,433
Albania,ALB,"Apr 13, 2020",12.14286,446
Albania,ALB,"Apr 14, 2020",12.85714,467
Albania,ALB,"Apr 15, 2020",13.14286,475
Albania,ALB,"Apr 16, 2020",13.42857,494
Albania,ALB,"Apr 17, 2020",15.57143,518
Albania,ALB,"Apr 18, 2020",17.57143,539
Albania,ALB,"Apr 19, 2020",16.42857,548
Albania,ALB,"Apr 20, 2020",16.57143,562
Albania,ALB,"Apr 21, 2020",16.71429,584
Albania,ALB,"Apr 22, 2020",19.14286,609
Albania,ALB,"Apr 23, 2020",20,634
Albania,ALB,"Apr 24, 2020",20.71429,663
Albania,ALB,"Apr 25, 2020",19.85714,678
Albania,ALB,"Apr 26, 2020",23.42857,712
Albania,ALB,"Apr 27, 2020",23.42857,726
Albania,ALB,"Apr 28, 2020",21.71429,736
Albania,ALB,"Apr 29, 2020",20.14286,750
Albania,ALB,"Apr 30, 2020",18.85714,766
Albania,ALB,"May 1, 2020",15.71429,773
Albania,ALB,"May 2, 2020",14.85714,782
Albania,ALB,"May 3, 2020",11,789
Albania,ALB,"May 4, 2020",9.85714,795
Albania,ALB,"May 5, 2020",9.57143,803
Albania,ALB,"May 6, 2020",10,820
Albania,ALB,"May 7, 2020",9.42857,832
Albania,ALB,"May 8, 2020",9.85714,842
Albania,ALB,"May 9, 2020",9.71429,850
Albania,ALB,"May 10, 2020",9.57143,856
Albania,ALB,"May 11, 2020",10.42857,868
Albania,ALB,"May 12, 2020",9.85714,872
Albania,ALB,"May 13, 2020",8,876
Albania,ALB,"May 14, 2020",6.85714,880
Albania,ALB,"May 15, 2020",8,898
Albania,ALB,"May 16, 2020",9.42857,916
Albania,ALB,"May 17, 2020",11,933
Albania,ALB,"May 18, 2020",11.14286,946
Albania,ALB,"May 19, 2020",10.85714,948
Albania,ALB,"May 20, 2020",10.42857,949
Albania,ALB,"May 21, 2020",12,964
Albania,ALB,"May 22, 2020",10.14286,969
Albania,ALB,"May 23, 2020",9.28571,981
Albania,ALB,"May 24, 2020",8,989
Albania,ALB,"May 25, 2020",7.42857,998
Albania,ALB,"May 26, 2020",8,1004
Albania,ALB,"May 27, 2020",11.42857,1029
Albania,ALB,"May 28, 2020",12.28571,1050
Albania,ALB,"May 29, 2020",15.28571,1076
Albania,ALB,"May 30, 2020",16.85714,1099
Albania,ALB,"May 31, 2020",19,1122
Albania,ALB,"Jun 1, 2020",19.85714,1137
Albania,ALB,"Jun 2, 2020",19.85714,1143
Albania,ALB,"Jun 3, 2020",19.28571,1164
Albania,ALB,"Jun 4, 2020",19.14286,1184
Albania,ALB,"Jun 5, 2020",17.28571,1197
Albania,ALB,"Jun 6, 2020",16.14286,1212
Albania,ALB,"Jun 7, 2020",15.71429,1232
Albania,ALB,"Jun 8, 2020",15.57143,1246
Albania,ALB,"Jun 9, 2020",17.14286,1263
Albania,ALB,"Jun 10, 2020",19.28571,1299
Albania,ALB,"Jun 11, 2020",22.42857,1341
Albania,ALB,"Jun 12, 2020",26.85714,1385
Albania,ALB,"Jun 13, 2020",29.14286,1416
Albania,ALB,"Jun 14, 2020",33.14286,1464
Albania,ALB,"Jun 15, 2020",39.28571,1521
Albania,ALB,"Jun 16, 2020",46.71429,1590
Albania,ALB,"Jun 17, 2020",53.28571,1672
Albania,ALB,"Jun 18, 2020",54.42857,1722
Albania,ALB,"Jun 19, 2020",57.57143,1788
Albania,ALB,"Jun 20, 2020",60.28571,1838
Albania,ALB,"Jun 21, 2020",61,1891
Albania,ALB,"Jun 22, 2020",58,1927
Albania,ALB,"Jun 23, 2020",57.85714,1995
Albania,ALB,"Jun 24, 2020",53.57143,2047
Albania,ALB,"Jun 25, 2020",56,2114
Albania,ALB,"Jun 26, 2020",57.71429,2192
Albania,ALB,"Jun 27, 2020",61.57143,2269
Albania,ALB,"Jun 28, 2020",62.71429,2330
Albania,ALB,"Jun 29, 2020",67.85714,2402
Albania,ALB,"Jun 30, 2020",67.28571,2466
Albania,ALB,"Jul 1, 2020",69.71429,2535
Albania,ALB,"Jul 2, 2020",66.57143,2580
Albania,ALB,"Jul 3, 2020",67.14286,2662
Algeria,DZA,"Dec 31, 2019",,0
Algeria,DZA,"Jan 1, 2020",,0
Algeria,DZA,"Jan 2, 2020",0,0
Algeria,DZA,"Jan 3, 2020",0,0
Algeria,DZA,"Jan 4, 2020",0,0
Algeria,DZA,"Jan 5, 2020",0,0
Algeria,DZA,"Jan 6, 2020",0,0
Algeria,DZA,"Jan 7, 2020",0,0
Algeria,DZA,"Jan 8, 2020",0,0
Algeria,DZA,"Jan 9, 2020",0,0
Algeria,DZA,"Jan 10, 2020",0,0
Algeria,DZA,"Jan 11, 2020",0,0
Algeria,DZA,"Jan 12, 2020",0,0
Algeria,DZA,"Jan 13, 2020",0,0
Algeria,DZA,"Jan 14, 2020",0,0
Algeria,DZA,"Jan 15, 2020",0,0
Algeria,DZA,"Jan 16, 2020",0,0
Algeria,DZA,"Jan 17, 2020",0,0
Algeria,DZA,"Jan 18, 2020",0,0
Algeria,DZA,"Jan 19, 2020",0,0
Algeria,DZA,"Jan 20, 2020",0,0
Algeria,DZA,"Jan 21, 2020",0,0
Algeria,DZA,"Jan 22, 2020",0,0
Algeria,DZA,"Jan 23, 2020",0,0
Algeria,DZA,"Jan 24, 2020",0,0
Algeria,DZA,"Jan 25, 2020",0,0
Algeria,DZA,"Jan 26, 2020",0,0
Algeria,DZA,"Jan 27, 2020",0,0
Algeria,DZA,"Jan 28, 2020",0,0
Algeria,DZA,"Jan 29, 2020",0,0
Algeria,DZA,"Jan 30, 2020",0,0
Algeria,DZA,"Jan 31, 2020",0,0
Algeria,DZA,"Feb 1, 2020",0,0
Algeria,DZA,"Feb 2, 2020",0,0
Algeria,DZA,"Feb 3, 2020",0,0
Algeria,DZA,"Feb 4, 2020",0,0
Algeria,DZA,"Feb 5, 2020",0,0
Algeria,DZA,"Feb 6, 2020",0,0
Algeria,DZA,"Feb 7, 2020",0,0
Algeria,DZA,"Feb 8, 2020",0,0
Algeria,DZA,"Feb 9, 2020",0,0
Algeria,DZA,"Feb 10, 2020",0,0
Algeria,DZA,"Feb 11, 2020",0,0
Algeria,DZA,"Feb 12, 2020",0,0
Algeria,DZA,"Feb 13, 2020",0,0
Algeria,DZA,"Feb 14, 2020",0,0
Algeria,DZA,"Feb 15, 2020",0,0
Algeria,DZA,"Feb 16, 2020",0,0
Algeria,DZA,"Feb 17, 2020",0,0
Algeria,DZA,"Feb 18, 2020",0,0
Algeria,DZA,"Feb 19, 2020",0,0
Algeria,DZA,"Feb 20, 2020",0,0
Algeria,DZA,"Feb 21, 2020",0,0
Algeria,DZA,"Feb 22, 2020",0,0
Algeria,DZA,"Feb 23, 2020",0,0
Algeria,DZA,"Feb 24, 2020",0,0
Algeria,DZA,"Feb 25, 2020",0,0
Algeria,DZA,"Feb 26, 2020",0.14286,1
Algeria,DZA,"Feb 27, 2020",0.14286,1
Algeria,DZA,"Feb 28, 2020",0.14286,1
Algeria,DZA,"Feb 29, 2020",0.14286,1
Algeria,DZA,"Mar 1, 2020",0.42857,3
Algeria,DZA,"Mar 2, 2020",0.42857,3
Algeria,DZA,"Mar 3, 2020",0.5,
Algeria,DZA,"Mar 4, 2020",0.66667,5
Algeria,DZA,"Mar 5, 2020",1.83333,12
Algeria,DZA,"Mar 6, 2020",2.66667,17
Algeria,DZA,"Mar 7, 2020",3.2,
Algeria,DZA,"Mar 8, 2020",3.5,
Algeria,DZA,"Mar 9, 2020",4.25,20
Algeria,DZA,"Mar 10, 2020",4.25,
Algeria,DZA,"Mar 11, 2020",5,
Algeria,DZA,"Mar 12, 2020",2.66667,20
Algeria,DZA,"Mar 13, 2020",2.66667,25
Algeria,DZA,"Mar 14, 2020",2.25,26
