Entity,Code,Date,Total confirmed cases of COVID-19 (cases)
Central African Republic,CAF,"May 9, 2020",143
Central African Republic,CAF,"May 10, 2020",143
Central African Republic,CAF,"May 11, 2020",179
Central African Republic,CAF,"May 12, 2020",179
Central African Republic,CAF,"May 13, 2020",179
Central African Republic,CAF,"May 14, 2020",197
Central African Republic,CAF,"May 15, 2020",221
Central African Republic,CAF,"May 16, 2020",301
Central African Republic,CAF,"May 17, 2020",327
Central African Republic,CAF,"May 18, 2020",327
Central African Republic,CAF,"May 19, 2020",336
Central African Republic,CAF,"May 20, 2020",411
Central African Republic,CAF,"May 21, 2020",411
Central African Republic,CAF,"May 22, 2020",436
Central African Republic,CAF,"May 23, 2020",479
Central African Republic,CAF,"May 24, 2020",552
Central African Republic,CAF,"May 25, 2020",604
Central African Republic,CAF,"May 26, 2020",652
Central African Republic,CAF,"May 27, 2020",671
Central African Republic,CAF,"May 28, 2020",702
Central African Republic,CAF,"May 29, 2020",755
Central African Republic,CAF,"May 30, 2020",874
Central African Republic,CAF,"May 31, 2020",962
Central African Republic,CAF,"Jun 1, 2020",1011
Central African Republic,CAF,"Jun 2, 2020",1069
Central African Republic,CAF,"Jun 3, 2020",1173
Central African Republic,CAF,"Jun 4, 2020",1189
Central African Republic,CAF,"Jun 5, 2020",1288
Central African Republic,CAF,"Jun 6, 2020",1451
Central African Republic,CAF,"Jun 7, 2020",1570
Central African Republic,CAF,"Jun 8, 2020",1634
Central African Republic,CAF,"Jun 9, 2020",1850
Central African Republic,CAF,"Jun 10, 2020",1888
Central African Republic,CAF,"Jun 11, 2020",1952
Central African Republic,CAF,"Jun 12, 2020",2044
Central African Republic,CAF,"Jun 13, 2020",2057
Central African Republic,CAF,"Jun 14, 2020",2057
Central African Republic,CAF,"Jun 15, 2020",2222
Central African Republic,CAF,"Jun 16, 2020",2289
Central African Republic,CAF,"Jun 17, 2020",2410
Central African Republic,CAF,"Jun 18, 2020",2564
Central African Republic,CAF,"Jun 19, 2020",2605
Central African Republic,CAF,"Jun 20, 2020",2605
Central African Republic,CAF,"Jun 21, 2020",2808
Central African Republic,CAF,"Jun 22, 2020",2808
Central African Republic,CAF,"Jun 23, 2020",2963
Central African Republic,CAF,"Jun 24, 2020",3051
Central African Republic,CAF,"Jun 25, 2020",3099
Central African Republic,CAF,"Jun 26, 2020",3244
Central African Republic,CAF,"Jun 27, 2020",3340
Central African Republic,CAF,"Jun 28, 2020",3429
Central African Republic,CAF,"Jun 29, 2020",3429
Central African Republic,CAF,"Jun 30, 2020",3613
Central African Republic,CAF,"Jul 1, 2020",3745
Central African Republic,CAF,"Jul 2, 2020",3745
Central African Republic,CAF,"Jul 3, 2020",3823
Chad,TCD,"Mar 20, 2020",1
Chad,TCD,"Mar 21, 2020",1
Chad,TCD,"Mar 22, 2020",2
Chad,TCD,"Mar 23, 2020",2
Chad,TCD,"Mar 24, 2020",2
Chad,TCD,"Mar 25, 2020",3
Chad,TCD,"Mar 26, 2020",3
Chad,TCD,"Mar 27, 2020",5
Chad,TCD,"Mar 28, 2020",5
Chad,TCD,"Mar 29, 2020",5
Chad,TCD,"Mar 30, 2020",5
Chad,TCD,"Mar 31, 2020",7
Chad,TCD,"Apr 1, 2020",7
Chad,TCD,"Apr 2, 2020",7
Chad,TCD,"Apr 3, 2020",7
Chad,TCD,"Apr 4, 2020",7
Chad,TCD,"Apr 5, 2020",8
Chad,TCD,"Apr 6, 2020",9
Chad,TCD,"Apr 7, 2020",9
Chad,TCD,"Apr 8, 2020",9
Chad,TCD,"Apr 9, 2020",10
Chad,TCD,"Apr 10, 2020",11
Chad,TCD,"Apr 11, 2020",11
Chad,TCD,"Apr 12, 2020",11
Chad,TCD,"Apr 13, 2020",15
Chad,TCD,"Apr 14, 2020",23
Chad,TCD,"Apr 15, 2020",23
Chad,TCD,"Apr 16, 2020",27
Chad,TCD,"Apr 17, 2020",27
Chad,TCD,"Apr 18, 2020",33
Chad,TCD,"Apr 19, 2020",33
Chad,TCD,"Apr 20, 2020",33
Chad,TCD,"Apr 21, 2020",33
Chad,TCD,"Apr 22, 2020",34
Chad,TCD,"Apr 23, 2020",34
Chad,TCD,"Apr 24, 2020",40
Chad,TCD,"Apr 25, 2020",40
Chad,TCD,"Apr 26, 2020",40
Chad,TCD,"Apr 27, 2020",46
Chad,TCD,"Apr 28, 2020",46
Chad,TCD,"Apr 29, 2020",52
Chad,TCD,"Apr 30, 2020",52
Chad,TCD,"May 1, 2020",73
Chad,TCD,"May 2, 2020",73
Chad,TCD,"May 3, 2020",117
Chad,TCD,"May 4, 2020",117
Chad,TCD,"May 5, 2020",117
Chad,TCD,"May 6, 2020",170
Chad,TCD,"May 7, 2020",170
Chad,TCD,"May 8, 2020",253
Chad,TCD,"May 9, 2020",260
Chad,TCD,"May 10, 2020",322
Chad,TCD,"May 11, 2020",322
Chad,TCD,"May 12, 2020",322
Chad,TCD,"May 13, 2020",357
Chad,TCD,"May 14, 2020",372
Chad,TCD,"May 15, 2020",399
Chad,TCD,"May 16, 2020",428
Chad,TCD,"May 17, 2020",474
Chad,TCD,"May 18, 2020",503
Chad,TCD,"May 19, 2020",519
Chad,TCD,"May 20, 2020",545
Chad,TCD,"May 21, 2020",565
Chad,TCD,"May 22, 2020",588
Chad,TCD,"May 23, 2020",611
Chad,TCD,"May 24, 2020",648
Chad,TCD,"May 25, 2020",675
Chad,TCD,"May 26, 2020",687
Chad,TCD,"May 27, 2020",700
Chad,TCD,"May 28, 2020",715
Chad,TCD,"May 29, 2020",726
Chad,TCD,"May 30, 2020",759
Chad,TCD,"May 31, 2020",759
Chad,TCD,"Jun 1, 2020",778
Chad,TCD,"Jun 2, 2020",790
Chad,TCD,"Jun 3, 2020",803
Chad,TCD,"Jun 4, 2020",820
Chad,TCD,"Jun 5, 2020",828
Chad,TCD,"Jun 6, 2020",836
Chad,TCD,"Jun 7, 2020",836
Chad,TCD,"Jun 8, 2020",837
Chad,TCD,"Jun 9, 2020",839
Chad,TCD,"Jun 10, 2020",844
Chad,TCD,"Jun 11, 2020",846
Chad,TCD,"Jun 12, 2020",848
Chad,TCD,"Jun 13, 2020",848
Chad,TCD,"Jun 14, 2020",848
Chad,TCD,"Jun 15, 2020",850
Chad,TCD,"Jun 16, 2020",850
Chad,TCD,"Jun 17, 2020",853
Chad,TCD,"Jun 18, 2020",854
Chad,TCD,"Jun 19, 2020",854
Chad,TCD,"Jun 20, 2020",858
Chad,TCD,"Jun 21, 2020",858
Chad,TCD,"Jun 22, 2020",858
Chad,TCD,"Jun 23, 2020",858
Chad,TCD,"Jun 24, 2020",860
Chad,TCD,"Jun 25, 2020",860
Chad,TCD,"Jun 26, 2020",863
Chad,TCD,"Jun 27, 2020",865
Chad,TCD,"Jun 28, 2020",865
Chad,TCD,"Jun 29, 2020",866
Chad,TCD,"Jun 30, 2020",866
Chad,TCD,"Jul 1, 2020",866
Chad,TCD,"Jul 2, 2020",866
Chad,TCD,"Jul 3, 2020",868
Chile,CHL,"Mar 4, 2020",1
Chile,CHL,"Mar 5, 2020",3
Chile,CHL,"Mar 6, 2020",4
Chile,CHL,"Mar 7, 2020",5
Chile,CHL,"Mar 9, 2020",10
Chile,CHL,"Mar 10, 2020",13
Chile,CHL,"Mar 11, 2020",17
Chile,CHL,"Mar 12, 2020",23
Chile,CHL,"Mar 13, 2020",33
Chile,CHL,"Mar 14, 2020",43
Chile,CHL,"Mar 15, 2020",61
Chile,CHL,"Mar 16, 2020",75
Chile,CHL,"Mar 17, 2020",156
Chile,CHL,"Mar 18, 2020",201
Chile,CHL,"Mar 19, 2020",238
Chile,CHL,"Mar 20, 2020",342
Chile,CHL,"Mar 21, 2020",434
Chile,CHL,"Mar 22, 2020",537
Chile,CHL,"Mar 23, 2020",632
Chile,CHL,"Mar 24, 2020",746
Chile,CHL,"Mar 25, 2020",922
Chile,CHL,"Mar 26, 2020",1142
Chile,CHL,"Mar 27, 2020",1306
Chile,CHL,"Mar 28, 2020",1610
Chile,CHL,"Mar 29, 2020",1909
Chile,CHL,"Mar 30, 2020",2139
Chile,CHL,"Mar 31, 2020",2449
Chile,CHL,"Apr 1, 2020",2738
Chile,CHL,"Apr 2, 2020",3031
Chile,CHL,"Apr 3, 2020",3404
Chile,CHL,"Apr 4, 2020",3737
Chile,CHL,"Apr 5, 2020",4161
Chile,CHL,"Apr 6, 2020",4471
Chile,CHL,"Apr 7, 2020",4815
Chile,CHL,"Apr 8, 2020",5116
Chile,CHL,"Apr 9, 2020",5546
Chile,CHL,"Apr 10, 2020",5972
Chile,CHL,"Apr 11, 2020",6501
Chile,CHL,"Apr 12, 2020",6927
Chile,CHL,"Apr 13, 2020",7213
Chile,CHL,"Apr 14, 2020",7525
Chile,CHL,"Apr 15, 2020",7917
Chile,CHL,"Apr 16, 2020",8273
Chile,CHL,"Apr 17, 2020",8807
Chile,CHL,"Apr 18, 2020",9252
Chile,CHL,"Apr 19, 2020",9730
Chile,CHL,"Apr 20, 2020",10088
Chile,CHL,"Apr 21, 2020",10507
Chile,CHL,"Apr 22, 2020",10832
Chile,CHL,"Apr 23, 2020",11296
Chile,CHL,"Apr 24, 2020",11812
Chile,CHL,"Apr 25, 2020",12306
Chile,CHL,"Apr 26, 2020",12858
Chile,CHL,"Apr 27, 2020",13331
Chile,CHL,"Apr 28, 2020",13813
Chile,CHL,"Apr 29, 2020",14365
Chile,CHL,"Apr 30, 2020",14885
Chile,CHL,"May 1, 2020",16023
Chile,CHL,"May 2, 2020",17008
Chile,CHL,"May 3, 2020",18435
Chile,CHL,"May 4, 2020",19663
Chile,CHL,"May 5, 2020",20643
Chile,CHL,"May 6, 2020",22016
Chile,CHL,"May 7, 2020",23048
Chile,CHL,"May 8, 2020",24581
Chile,CHL,"May 9, 2020",25972
Chile,CHL,"May 10, 2020",27219
Chile,CHL,"May 11, 2020",28866
Chile,CHL,"May 12, 2020",30063
Chile,CHL,"May 13, 2020",31721
Chile,CHL,"May 14, 2020",34381
Chile,CHL,"May 15, 2020",37040
Chile,CHL,"May 16, 2020",39542
Chile,CHL,"May 17, 2020",41428
Chile,CHL,"May 18, 2020",43781
Chile,CHL,"May 19, 2020",46059
Chile,CHL,"May 20, 2020",49579
Chile,CHL,"May 21, 2020",53617
Chile,CHL,"May 22, 2020",57581
Chile,CHL,"May 23, 2020",61857
Chile,CHL,"May 24, 2020",65393
Chile,CHL,"May 25, 2020",69102
Chile,CHL,"May 26, 2020",73997
Chile,CHL,"May 27, 2020",77961
Chile,CHL,"May 28, 2020",82289
Chile,CHL,"May 29, 2020",86943
Chile,CHL,"May 30, 2020",90638
Chile,CHL,"May 31, 2020",94858
Chile,CHL,"Jun 1, 2020",99688
Chile,CHL,"Jun 2, 2020",105159
Chile,CHL,"Jun 3, 2020",108686
Chile,CHL,"Jun 4, 2020",113628
Chile,CHL,"Jun 5, 2020",118292
Chile,CHL,"Jun 6, 2020",122499
Chile,CHL,"Jun 7, 2020",127745
Chile,CHL,"Jun 8, 2020",134150
Chile,CHL,"Jun 9, 2020",138846
Chile,CHL,"Jun 10, 2020",142759
Chile,CHL,"Jun 11, 2020",148496
Chile,CHL,"Jun 12, 2020",154092
Chile,CHL,"Jun 13, 2020",160846
Chile,CHL,"Jun 14, 2020",167355
Chile,CHL,"Jun 15, 2020",174293
Chile,CHL,"Jun 16, 2020",179436
Chile,CHL,"Jun 17, 2020",184449
Chile,CHL,"Jun 18, 2020",220628
Chile,CHL,"Jun 19, 2020",225103
Chile,CHL,"Jun 20, 2020",231393
Chile,CHL,"Jun 21, 2020",236748
Chile,CHL,"Jun 22, 2020",242355
Chile,CHL,"Jun 23, 2020",246963
Chile,CHL,"Jun 24, 2020",250767
Chile,CHL,"Jun 25, 2020",254416
Chile,CHL,"Jun 26, 2020",259064
Chile,CHL,"Jun 27, 2020",263360
Chile,CHL,"Jun 28, 2020",267766
Chile,CHL,"Jun 29, 2020",271982
Chile,CHL,"Jun 30, 2020",275999
Chile,CHL,"Jul 1, 2020",279393
Chile,CHL,"Jul 2, 2020",282043
Chile,CHL,"Jul 3, 2020",284541
China,CHN,"Dec 31, 2019",27
China,CHN,"Jan 1, 2020",27
China,CHN,"Jan 2, 2020",27
China,CHN,"Jan 3, 2020",44
China,CHN,"Jan 4, 2020",44
China,CHN,"Jan 5, 2020",59
China,CHN,"Jan 6, 2020",59
China,CHN,"Jan 7, 2020",59
China,CHN,"Jan 8, 2020",59
China,CHN,"Jan 9, 2020",59
China,CHN,"Jan 10, 2020",59
China,CHN,"Jan 11, 2020",59
China,CHN,"Jan 12, 2020",59
China,CHN,"Jan 13, 2020",59
China,CHN,"Jan 14, 2020",59
China,CHN,"Jan 15, 2020",59
China,CHN,"Jan 16, 2020",59
China,CHN,"Jan 17, 2020",63
China,CHN,"Jan 18, 2020",80
China,CHN,"Jan 19, 2020",216
China,CHN,"Jan 20, 2020",235
China,CHN,"Jan 21, 2020",386
China,CHN,"Jan 22, 2020",526
China,CHN,"Jan 23, 2020",623
China,CHN,"Jan 24, 2020",882
China,CHN,"Jan 25, 2020",1323
China,CHN,"Jan 26, 2020",1988
China,CHN,"Jan 27, 2020",2775
China,CHN,"Jan 28, 2020",4528
China,CHN,"Jan 29, 2020",5994
China,CHN,"Jan 30, 2020",7734
China,CHN,"Jan 31, 2020",9714
China,CHN,"Feb 1, 2020",11809
China,CHN,"Feb 2, 2020",14399
China,CHN,"Feb 3, 2020",17211
China,CHN,"Feb 4, 2020",20448
China,CHN,"Feb 5, 2020",24320
China,CHN,"Feb 6, 2020",28047
China,CHN,"Feb 7, 2020",31207
China,CHN,"Feb 8, 2020",34625
China,CHN,"Feb 9, 2020",37232
China,CHN,"Feb 10, 2020",40206
China,CHN,"Feb 11, 2020",42696
China,CHN,"Feb 12, 2020",44724
China,CHN,"Feb 13, 2020",59865
China,CHN,"Feb 14, 2020",64021
China,CHN,"Feb 15, 2020",66559
China,CHN,"Feb 16, 2020",68566
China,CHN,"Feb 17, 2020",70618
China,CHN,"Feb 18, 2020",72508
China,CHN,"Feb 19, 2020",74258
China,CHN,"Feb 20, 2020",74652
China,CHN,"Feb 21, 2020",75543
China,CHN,"Feb 22, 2020",76369
China,CHN,"Feb 23, 2020",77016
China,CHN,"Feb 24, 2020",77234
China,CHN,"Feb 25, 2020",77749
China,CHN,"Feb 26, 2020",78159
China,CHN,"Feb 27, 2020",78598
China,CHN,"Feb 28, 2020",78927
China,CHN,"Feb 29, 2020",79355
China,CHN,"Mar 1, 2020",79929
China,CHN,"Mar 2, 2020",80134
China,CHN,"Mar 3, 2020",80261
China,CHN,"Mar 4, 2020",80380
China,CHN,"Mar 5, 2020",80497
China,CHN,"Mar 6, 2020",80667
China,CHN,"Mar 7, 2020",80768
China,CHN,"Mar 8, 2020",80814
China,CHN,"Mar 9, 2020",80859
China,CHN,"Mar 10, 2020",80879
China,CHN,"Mar 11, 2020",80908
China,CHN,"Mar 12, 2020",80932
China,CHN,"Mar 13, 2020",80954
China,CHN,"Mar 14, 2020",80973
China,CHN,"Mar 15, 2020",80995
China,CHN,"Mar 16, 2020",81020
China,CHN,"Mar 17, 2020",81063
China,CHN,"Mar 18, 2020",81086
China,CHN,"Mar 19, 2020",81130
China,CHN,"Mar 20, 2020",81229
China,CHN,"Mar 21, 2020",81281
China,CHN,"Mar 22, 2020",81346
China,CHN,"Mar 23, 2020",81484
China,CHN,"Mar 24, 2020",81553
China,CHN,"Mar 25, 2020",81631
China,CHN,"Mar 26, 2020",81733
China,CHN,"Mar 27, 2020",81827
China,CHN,"Mar 28, 2020",81946
China,CHN,"Mar 29, 2020",82059
China,CHN,"Mar 30, 2020",82157
China,CHN,"Mar 31, 2020",82241
China,CHN,"Apr 1, 2020",82295
China,CHN,"Apr 2, 2020",82395
China,CHN,"Apr 3, 2020",82465
China,CHN,"Apr 4, 2020",82527
China,CHN,"Apr 5, 2020",82575
China,CHN,"Apr 6, 2020",82642
China,CHN,"Apr 7, 2020",82698
China,CHN,"Apr 8, 2020",82784
China,CHN,"Apr 9, 2020",82870
China,CHN,"Apr 10, 2020",82925
China,CHN,"Apr 11, 2020",83004
China,CHN,"Apr 12, 2020",83097
China,CHN,"Apr 13, 2020",83209
China,CHN,"Apr 14, 2020",83303
China,CHN,"Apr 15, 2020",83352
China,CHN,"Apr 16, 2020",83402
China,CHN,"Apr 17, 2020",83754
China,CHN,"Apr 18, 2020",83785
China,CHN,"Apr 19, 2020",83803
China,CHN,"Apr 20, 2020",83817
China,CHN,"Apr 21, 2020",83849
China,CHN,"Apr 22, 2020",83864
China,CHN,"Apr 23, 2020",83876
China,CHN,"Apr 24, 2020",83884
China,CHN,"Apr 25, 2020",83899
China,CHN,"Apr 26, 2020",83909
China,CHN,"Apr 27, 2020",83912
China,CHN,"Apr 28, 2020",83938
China,CHN,"Apr 29, 2020",83940
China,CHN,"Apr 30, 2020",83944
China,CHN,"May 1, 2020",83956
China,CHN,"May 2, 2020",83959
China,CHN,"May 3, 2020",83961
China,CHN,"May 4, 2020",83964
China,CHN,"May 5, 2020",83966
China,CHN,"May 6, 2020",83968
China,CHN,"May 7, 2020",83970
China,CHN,"May 8, 2020",83976
China,CHN,"May 9, 2020",83976
China,CHN,"May 10, 2020",83991
China,CHN,"May 11, 2020",84010
China,CHN,"May 12, 2020",84011
China,CHN,"May 13, 2020",84018
China,CHN,"May 14, 2020",84024
China,CHN,"May 15, 2020",84029
China,CHN,"May 16, 2020",84038
China,CHN,"May 17, 2020",84044
China,CHN,"May 18, 2020",84054
China,CHN,"May 19, 2020",84063
China,CHN,"May 20, 2020",84065
China,CHN,"May 21, 2020",84067
China,CHN,"May 22, 2020",84079
China,CHN,"May 23, 2020",84081
China,CHN,"May 24, 2020",84084
China,CHN,"May 25, 2020",84095
China,CHN,"May 26, 2020",84102
China,CHN,"May 27, 2020",84103
China,CHN,"May 28, 2020",84106
China,CHN,"May 29, 2020",84106
China,CHN,"May 30, 2020",84123
China,CHN,"May 31, 2020",84128
China,CHN,"Jun 1, 2020",84147
China,CHN,"Jun 2, 2020",84154
China,CHN,"Jun 3, 2020",84159
China,CHN,"Jun 4, 2020",84160
China,CHN,"Jun 5, 2020",84171
China,CHN,"Jun 6, 2020",84177
China,CHN,"Jun 7, 2020",84186
China,CHN,"Jun 8, 2020",84191
China,CHN,"Jun 9, 2020",84194
China,CHN,"Jun 10, 2020",84198
China,CHN,"Jun 11, 2020",84209
China,CHN,"Jun 12, 2020",84216
China,CHN,"Jun 13, 2020",84228
China,CHN,"Jun 14, 2020",84288
China,CHN,"Jun 15, 2020",84335
China,CHN,"Jun 16, 2020",84378
China,CHN,"Jun 17, 2020",84422
China,CHN,"Jun 18, 2020",84458
China,CHN,"Jun 19, 2020",84494
China,CHN,"Jun 20, 2020",84524
China,CHN,"Jun 21, 2020",84553
China,CHN,"Jun 22, 2020",84572
China,CHN,"Jun 23, 2020",84624
China,CHN,"Jun 24, 2020",84653
China,CHN,"Jun 25, 2020",84673
China,CHN,"Jun 26, 2020",84701
China,CHN,"Jun 27, 2020",84725
China,CHN,"Jun 28, 2020",84743
China,CHN,"Jun 29, 2020",84757
China,CHN,"Jun 30, 2020",84780
China,CHN,"Jul 1, 2020",84785
China,CHN,"Jul 2, 2020",84816
China,CHN,"Jul 3, 2020",84830
Colombia,COL,"Mar 7, 2020",1
Colombia,COL,"Mar 10, 2020",3
Colombia,COL,"Mar 12, 2020",9
Colombia,COL,"Mar 14, 2020",16
Colombia,COL,"Mar 15, 2020",34
Colombia,COL,"Mar 16, 2020",45
Colombia,COL,"Mar 17, 2020",57
Colombia,COL,"Mar 18, 2020",65
Colombia,COL,"Mar 19, 2020",102
Colombia,COL,"Mar 20, 2020",128
Colombia,COL,"Mar 21, 2020",158
Colombia,COL,"Mar 22, 2020",210
Colombia,COL,"Mar 23, 2020",235
Colombia,COL,"Mar 24, 2020",306
Colombia,COL,"Mar 25, 2020",378
Colombia,COL,"Mar 26, 2020",470
Colombia,COL,"Mar 27, 2020",491
Colombia,COL,"Mar 28, 2020",539
Colombia,COL,"Mar 29, 2020",608
Colombia,COL,"Mar 30, 2020",702
Colombia,COL,"Mar 31, 2020",798
Colombia,COL,"Apr 1, 2020",906
Colombia,COL,"Apr 2, 2020",1065
Colombia,COL,"Apr 3, 2020",1161
Colombia,COL,"Apr 4, 2020",1267
Colombia,COL,"Apr 5, 2020",1406
Colombia,COL,"Apr 6, 2020",1485
Colombia,COL,"Apr 7, 2020",1579
Colombia,COL,"Apr 8, 2020",1780
Colombia,COL,"Apr 9, 2020",2054
Colombia,COL,"Apr 10, 2020",2223
Colombia,COL,"Apr 11, 2020",2473
Colombia,COL,"Apr 12, 2020",2709
Colombia,COL,"Apr 13, 2020",2776
Colombia,COL,"Apr 14, 2020",2852
Colombia,COL,"Apr 15, 2020",2979
Colombia,COL,"Apr 16, 2020",3105
Colombia,COL,"Apr 17, 2020",3233
Colombia,COL,"Apr 18, 2020",3439
Colombia,COL,"Apr 19, 2020",3621
Colombia,COL,"Apr 20, 2020",3792
Colombia,COL,"Apr 21, 2020",3977
Colombia,COL,"Apr 22, 2020",4149
Colombia,COL,"Apr 23, 2020",4356
Colombia,COL,"Apr 24, 2020",4561
Colombia,COL,"Apr 25, 2020",4881
Colombia,COL,"Apr 26, 2020",5142
Colombia,COL,"Apr 27, 2020",5379
Colombia,COL,"Apr 28, 2020",5597
Colombia,COL,"Apr 29, 2020",5949
Colombia,COL,"Apr 30, 2020",6211
Colombia,COL,"May 1, 2020",6507
Colombia,COL,"May 2, 2020",7006
Colombia,COL,"May 3, 2020",7285
Colombia,COL,"May 4, 2020",7668
Colombia,COL,"May 5, 2020",7973
Colombia,COL,"May 6, 2020",8613
Colombia,COL,"May 7, 2020",8959
Colombia,COL,"May 8, 2020",9456
Colombia,COL,"May 9, 2020",10051
Colombia,COL,"May 10, 2020",10495
Colombia,COL,"May 11, 2020",11063
Colombia,COL,"May 12, 2020",11613
Colombia,COL,"May 13, 2020",12272
Colombia,COL,"May 14, 2020",12930
Colombia,COL,"May 15, 2020",13610
Colombia,COL,"May 16, 2020",14216
Colombia,COL,"May 17, 2020",14939
Colombia,COL,"May 18, 2020",15574
Colombia,COL,"May 19, 2020",16295
Colombia,COL,"May 20, 2020",16935
Colombia,COL,"May 21, 2020",17687
Colombia,COL,"May 22, 2020",18330
Colombia,COL,"May 23, 2020",19131
Colombia,COL,"May 24, 2020",20177
Colombia,COL,"May 25, 2020",21175
Colombia,COL,"May 26, 2020",21981
Colombia,COL,"May 27, 2020",23003
Colombia,COL,"May 28, 2020",24104
Colombia,COL,"May 29, 2020",25366
Colombia,COL,"May 30, 2020",26688
Colombia,COL,"May 31, 2020",28236
Colombia,COL,"Jun 1, 2020",29383
Colombia,COL,"Jun 2, 2020",30493
Colombia,COL,"Jun 3, 2020",31833
Colombia,COL,"Jun 4, 2020",33354
Colombia,COL,"Jun 5, 2020",35120
Colombia,COL,"Jun 6, 2020",36635
Colombia,COL,"Jun 7, 2020",38027
Colombia,COL,"Jun 8, 2020",39236
Colombia,COL,"Jun 9, 2020",40719
Colombia,COL,"Jun 10, 2020",42078
Colombia,COL,"Jun 11, 2020",43682
Colombia,COL,"Jun 12, 2020",43682
Colombia,COL,"Jun 13, 2020",46858
Colombia,COL,"Jun 14, 2020",48746
Colombia,COL,"Jun 15, 2020",50939
Colombia,COL,"Jun 16, 2020",53063
Colombia,COL,"Jun 17, 2020",54931
Colombia,COL,"Jun 18, 2020",57046
Colombia,COL,"Jun 19, 2020",60217
Colombia,COL,"Jun 20, 2020",63276
Colombia,COL,"Jun 21, 2020",65633
Colombia,COL,"Jun 22, 2020",68652
Colombia,COL,"Jun 23, 2020",71183
Colombia,COL,"Jun 24, 2020",73572
Colombia,COL,"Jun 25, 2020",77113
Colombia,COL,"Jun 26, 2020",80599
Colombia,COL,"Jun 27, 2020",84442
Colombia,COL,"Jun 28, 2020",88591
Colombia,COL,"Jun 29, 2020",91769
Colombia,COL,"Jun 30, 2020",95043
Colombia,COL,"Jul 1, 2020",97846
Colombia,COL,"Jul 2, 2020",102009
Colombia,COL,"Jul 3, 2020",106110
Comoros,COM,"May 2, 2020",1
Comoros,COM,"May 3, 2020",1
Comoros,COM,"May 4, 2020",3
Comoros,COM,"May 5, 2020",4
Comoros,COM,"May 6, 2020",4
Comoros,COM,"May 7, 2020",8
Comoros,COM,"May 8, 2020",8
Comoros,COM,"May 9, 2020",8
Comoros,COM,"May 10, 2020",11
Comoros,COM,"May 11, 2020",11
Comoros,COM,"May 12, 2020",11
Comoros,COM,"May 13, 2020",11
Comoros,COM,"May 14, 2020",11
Comoros,COM,"May 15, 2020",11
Comoros,COM,"May 16, 2020",11
Comoros,COM,"May 17, 2020",11
Comoros,COM,"May 18, 2020",11
Comoros,COM,"May 19, 2020",11
Comoros,COM,"May 20, 2020",34
Comoros,COM,"May 21, 2020",34
Comoros,COM,"May 22, 2020",34
Comoros,COM,"May 23, 2020",78
Comoros,COM,"May 24, 2020",78
Comoros,COM,"May 25, 2020",87
Comoros,COM,"May 26, 2020",87
Comoros,COM,"May 27, 2020",87
Comoros,COM,"May 28, 2020",87
Comoros,COM,"May 29, 2020",87
Comoros,COM,"May 30, 2020",87
Comoros,COM,"May 31, 2020",106
Comoros,COM,"Jun 1, 2020",106
Comoros,COM,"Jun 2, 2020",106
Comoros,COM,"Jun 3, 2020",132
Comoros,COM,"Jun 4, 2020",132
Comoros,COM,"Jun 5, 2020",132
Comoros,COM,"Jun 6, 2020",132
Comoros,COM,"Jun 7, 2020",141
Comoros,COM,"Jun 8, 2020",141
Comoros,COM,"Jun 9, 2020",141
Comoros,COM,"Jun 10, 2020",162
Comoros,COM,"Jun 11, 2020",162
Comoros,COM,"Jun 12, 2020",162
Comoros,COM,"Jun 13, 2020",162
Comoros,COM,"Jun 14, 2020",176
Comoros,COM,"Jun 15, 2020",176
Comoros,COM,"Jun 16, 2020",176
Comoros,COM,"Jun 17, 2020",197
Comoros,COM,"Jun 18, 2020",197
Comoros,COM,"Jun 19, 2020",210
Comoros,COM,"Jun 20, 2020",210
Comoros,COM,"Jun 21, 2020",247
Comoros,COM,"Jun 22, 2020",247
Comoros,COM,"Jun 23, 2020",247
Comoros,COM,"Jun 24, 2020",247
Comoros,COM,"Jun 25, 2020",247
Comoros,COM,"Jun 26, 2020",247
Comoros,COM,"Jun 27, 2020",247
Comoros,COM,"Jun 28, 2020",247
Comoros,COM,"Jun 29, 2020",272
Comoros,COM,"Jun 30, 2020",272
Comoros,COM,"Jul 1, 2020",303
Comoros,COM,"Jul 2, 2020",303
Comoros,COM,"Jul 3, 2020",303
Congo,COG,"Mar 16, 2020",1
Congo,COG,"Mar 17, 2020",1
Congo,COG,"Mar 18, 2020",1
Congo,COG,"Mar 19, 2020",3
Congo,COG,"Mar 20, 2020",3
Congo,COG,"Mar 21, 2020",3
Congo,COG,"Mar 22, 2020",4
Congo,COG,"Mar 23, 2020",4
Congo,COG,"Mar 24, 2020",4
Congo,COG,"Mar 25, 2020",4
Congo,COG,"Mar 26, 2020",4
Congo,COG,"Mar 27, 2020",4
Congo,COG,"Mar 28, 2020",4
Congo,COG,"Mar 29, 2020",19
Congo,COG,"Mar 30, 2020",19
Congo,COG,"Mar 31, 2020",19
Congo,COG,"Apr 1, 2020",22
Congo,COG,"Apr 2, 2020",22
Congo,COG,"Apr 3, 2020",41
Congo,COG,"Apr 4, 2020",41
Congo,COG,"Apr 5, 2020",45
Congo,COG,"Apr 6, 2020",45
Congo,COG,"Apr 7, 2020",45
Congo,COG,"Apr 8, 2020",45
Congo,COG,"Apr 9, 2020",60
Congo,COG,"Apr 10, 2020",60
Congo,COG,"Apr 11, 2020",60
